week_date,top_song,top_artist,tv_programs,magazine_titles,radio_top_tracks
2019-03-11,Sucker,Jonas Brothers,,8Ball TV Guide & Radio (2019.03.11-23),
2019-03-18,7 Rings,Ariana Grande,,,
2019-03-25,7 Rings,Ariana Grande,,,
2019-04-01,7 Rings,Ariana Grande,,,
2019-04-08,Old Town Road,Lil Nas X,,,
2019-04-15,Old Town Road,Lil Nas X,,,
2019-04-22,Old Town Road,Lil Nas X,,,
2019-04-29,Old Town Road,Lil Nas X,,,
2019-05-06,Old Town Road,Lil Nas X,,,
2019-05-13,Old Town Road,Lil Nas X,,,
2019-05-20,Old Town Road,Lil Nas X,,,
2019-05-27,Old Town Road,Lil Nas X,,,
2019-06-03,Old Town Road,Lil Nas X,,,
2019-06-10,Old Town Road,Lil Nas X,,,
2019-06-17,Old Town Road,Lil Nas X,,,
2019-06-24,Old Town Road,Lil Nas X,,,
2019-07-01,Old Town Road,Lil Nas X,,,
2019-07-08,Old Town Road,Lil Nas X,,,
2019-07-15,Old Town Road,Lil Nas X,,,
2019-07-22,Old Town Road,Lil Nas X,,,
2019-07-29,Old Town Road,Lil Nas X,,,
2019-08-05,Old Town Road,Lil Nas X,,,
2019-08-12,Old Town Road,Lil Nas X,,,
2019-08-19,Bad Guy,Billie Eilish,,,
2019-08-26,Senorita,Shawn Mendes,,,
2019-09-02,Truth Hurts,Lizzo,,,
2019-09-09,Truth Hurts,Lizzo,,,
2019-09-16,Truth Hurts,Lizzo,,,
2019-09-23,Truth Hurts,Lizzo,,,
2019-09-30,Truth Hurts,Lizzo,,,
2019-10-07,Truth Hurts,Lizzo,,,
2019-10-14,HIGHEST IN THE ROOM,Travis Scott,,,
2019-10-21,Truth Hurts,Lizzo,,,
2019-10-28,Someone You Loved,Lewis Capaldi,,,
2019-11-04,Lose You To Love Me,Selena Gomez,,,
2019-11-11,Someone You Loved,Lewis Capaldi,,,
2019-11-18,Someone You Loved,Lewis Capaldi,,,
2019-11-25,Circles,Post Malone,,,
2019-12-02,Circles,Post Malone,,,
2019-12-09,Heartless,The Weeknd,,,
2019-12-16,All I Want For Christmas Is You,Mariah Carey,,,
2019-12-23,All I Want For Christmas Is You,Mariah Carey,,,
2019-12-30,All I Want For Christmas Is You,Mariah Carey,,"28 People At Saskatoon Care Home Test Positive For COVID 19 The Star Phoenix; A rolling stone is worth two in the bush; Climate Glossary For Young People; Cosmopolitan Yuppie Zionist Cult; ERIC ED608791: 2020 Brick & Click: An Academic Conference (20th, Maryville, Missouri, November 6, 2020) Seventeen scholarly papers and twelve abstracts comprise the content of the twentieth annual Brick & Click Libraries Conference, held annually at Northwest Missouri State University in Maryville, Missouri. The twentieth Brick & Click Libraries Conference was held virtually. The proceedings, authored by academic librarians and presented at the conference, portray the contemporary and future face of librarianship. The 2020 paper and abstract titles include: (1) From the Wild West to Teamwork: Faculty Driven Acquisitions (Randyn Heisserer-Miller, Stephanie Hallam, and Brad Reel); (2) Student Engagement: Exploring Primary Sources in the Library of Congress in an Online Course (Peggy Ridlen); (3) Object Oriented vs Functional Programming - Library Instruction in a Bite-Sized Functional Model (Billy Moore); (4) When People Count: Leveraging Internal Resources to Develop a Program for Tracking Building Usage (Terra Feick); (5) Interactive Introductions for International Students: Reworking How We Teach Information Literacy Skills (Kelly Hovinga); (6) Fostering Success for New Faculty Librarians (Karen Bleier); (7) We Did It, You Can Do It, Too: In-House Digital Preservation (Samantha Henning); (8) Stacking it Up: A Textbooks on Reserve Program (Katharine Baldwin and Jenise Overmier); (9) Teaching into the Gray Areas: Designing Learning Activities That Encourage Higher Order Thinking and Research Skills (Virginia L. Cairns); (10) Building a Teaching Strategy Toolkit to Engage Learners (Courtney Mlinar); (11) Cracking the Code: Building an Assessment Plan with Student Discussion Boards (Anthony Rodgers and Courtney Strimel); (12) Making the Most of LibApps (Kayla Reed); (13) Neither Rain, Nor Sleet, Nor Gloom of Night: Maintaining Library Services During a Medical State of Emergency (Rob Withers); (14) Psychological Safety and Building Effective Teams (Kara Whatley, Deborah Caesar, Amanda Watson, and Molly Nystrom); (15) Summer in the Stacks: A Weeding Experience Between Faculty and Library (Kayla Reed and Hong Li); (16) Puppies and Kitties Oh My!: Partnering with a Local PETPALS Organization (Leila June Rod-Welch and Jordan A. Newburg); (17) Unlocking Online Escape Rooms for Library Instruction (Sean Cordes); (18) Spectral Tales: Lessons Learned from Being Ghosted by Faculty (Tammi M. Owens, Meghan Salsbury, and Heidi Blackburn); (19) The Librarian's Guide to Zines for Classroom and Community (Claire Du Laney, Monica Maher, and Amy C. Schindler); (20) Professionalizing Student Employment: The Library Associates Program at Hendrix College (Janice Weddle); (21) Making It Easy to Read Harder: Implementing a Reading Challenge at Community College (Amy Fortner, Anthony Rodgers, and Gwen Wolfe); (22) Beyond the Humanities: Archives Instruction for Science and Medicine (Laurinda Weisse); (23) Library Collaboration with the Smithsonian: World War I Lessons and Legacies Exhibit (Leila June Rod-Welch and Julie Ann Beddow); (24) The Genesis of a Conduct Policy in a Medium-Sized Academic Library (John Baken); (25) Universal Design and Accessibility: A Checklist for LibGuides and Online Tutorials (Courtney Mlinar); (26) Anti-vaxxers, Sasquatch DNA and Other ""Scientific"" Findings: Actively Engaging Distance Students in Media Literacy (Joanna Nemeth); (27) All Good Things Must Come to an End: When Library Staff Pass Away (Rob Withers); (28) If ""They"" Build it, ""They"" Will Come (Martha Allen); and (29) Save the Earth - Earth Day Game Drive: Small Steps, Big Impact (Leila June Rod-Welch). [For the 2019 proceedings, see ED600185.]",
2020-01-06,Circles,Post Malone,,,
2020-01-13,The Box,Roddy Ricch,,,
2020-01-20,The Box,Roddy Ricch,,,
2020-01-27,The Box,Roddy Ricch,,,
2020-02-03,The Box,Roddy Ricch,,,
2020-02-10,The Box,Roddy Ricch,,,
2020-02-17,The Box,Roddy Ricch,,,
2020-02-24,The Box,Roddy Ricch,,,
2020-03-02,The Box,Roddy Ricch,,,
2020-03-09,The Box,Roddy Ricch,,,
2020-03-16,The Box,Roddy Ricch,,,
2020-03-23,The Box,Roddy Ricch,,,
2020-03-30,Blinding Lights,The Weeknd,,,
2020-04-06,Blinding Lights,The Weeknd,,,
2020-04-13,Toosie Slide,Drake,,,
2020-04-20,Blinding Lights,The Weeknd,,,
2020-04-27,Blinding Lights,The Weeknd,,,
2020-05-04,The Scotts,"The Scotts, Travis Scott",,,
2020-05-11,Say So,Doja Cat,,,
2020-05-18,Stuck With U,Ariana Grande,,,
2020-05-25,Savage,Megan Thee Stallion,,,
2020-06-01,Rain On Me,Lady Gaga,,,
2020-06-08,Rockstar,Dababy,,,
2020-06-15,Rockstar,Dababy,,,
2020-06-22,Trollz,6ix9ine,,,
2020-06-29,Rockstar,Dababy,,,
2020-07-06,Rockstar,Dababy,,,
2020-07-13,Rockstar,Dababy,,,
2020-07-20,Rockstar,Dababy,,,
2020-07-27,Rockstar,Dababy,,,
2020-08-03,Cardigan,Taylor Swift,,,
2020-08-10,Watermelon Sugar,Harry Styles,,,
2020-08-17,WAP,Cardi B,,,
2020-08-24,WAP,Cardi B,,,
2020-08-31,Dynamite,Bts,,,
2020-09-07,Dynamite,Bts,,,
2020-09-14,WAP,Cardi B,,,
2020-09-21,WAP,Cardi B,,,
2020-09-28,Dynamite,Bts,,,
2020-10-05,Franchise,Travis Scott,,,
2020-10-12,Savage Love (Laxed - Siren Beat),Jawsh 685 X Jason Derulo,,,
2020-10-19,Mood,24kgoldn,,,
2020-10-26,Mood,24kgoldn,,,
2020-11-02,Positions,Ariana Grande,,,
2020-11-09,Mood,24kgoldn,,,
2020-11-16,Mood,24kgoldn,,,
2020-11-23,Mood,24kgoldn,,,
2020-11-30,Life Goes On,Bts,,Rolling Stone - December 2020; Rolling Stone USA – December 2020,
2020-12-07,Mood,24kgoldn,,,
2020-12-14,All I Want For Christmas Is You,Mariah Carey,,,
2020-12-21,Willow,Taylor Swift,,,
2020-12-28,All I Want For Christmas Is You,Mariah Carey,,"13 Things Mentally Strong People Don't Do Take Back Your Power, Embrace Change, Face Your Fears, And Train Your Brain For Happiness And Success ( PDFDrive ); A STUDY TO ASSESS THE KNOWLEDGE REGARDING FAMILY VALUES AMONG PEOPLE RESIDING IN SUB URBAN COMMUNITY AT MEERUT; Belonging Beyond Borders - Cosmopolitan Affiliations in Contemporary Spanish American Literature; Cosmopolitan Italia (Ottobre 2021); ERIC ED611250: Dual Enrollment for Students from Special Populations: Improving College Transitions for English Learners, Students with Disabilities, Foster Youth, and Young People Experiencing Homelessness. Executive Summary",
2021-01-04,Mood,24kgoldn,,,
2021-01-11,Mood,24kgoldn,,,
2021-01-18,Drivers License,Olivia Rodrigo,,,
2021-01-25,Drivers License,Olivia Rodrigo,,,
2021-02-01,Drivers License,Olivia Rodrigo,,Rolling Stone - February 2021; Rolling Stone USA – February 2021,
2021-02-08,Drivers License,Olivia Rodrigo,,,
2021-02-15,Drivers License,Olivia Rodrigo,,,
2021-02-22,Drivers License,Olivia Rodrigo,,,
2021-03-01,Drivers License,Olivia Rodrigo,,Rolling Stone - March 2021,
2021-03-08,Drivers License,Olivia Rodrigo,,,
2021-03-15,What's Next,Drake,,,
2021-03-22,Up,Cardi B,,,
2021-03-29,Peaches,Justin Bieber,,Rolling Stone - April 2021,
2021-04-05,Montero (Call Me By Your Name),Lil Nas X,,,
2021-04-12,Leave The Door Open,Silk Sonic,,,
2021-04-19,Rapstar,Polo G,,,
2021-04-26,Rapstar,Polo G,,Rolling Stone - May 2021,
2021-05-03,Save Your Tears,The Weeknd,,,
2021-05-10,Save Your Tears,The Weeknd,,,
2021-05-17,Leave The Door Open,Silk Sonic,,,
2021-05-24,Good 4 U,Olivia Rodrigo,,,
2021-05-31,Butter,Bts,,Rolling Stone - June 2021,
2021-06-07,Butter,Bts,,,
2021-06-14,Butter,Bts,,,
2021-06-21,Butter,Bts,,,
2021-06-28,Butter,Bts,,Rolling Stone - July 2021,
2021-07-05,Butter,Bts,,,
2021-07-12,Butter,Bts,,,
2021-07-19,Permission To Dance,Bts,,,
2021-07-26,Butter,Bts,,,
2021-08-02,Butter,Bts,,,
2021-08-09,Stay,The Kid Laroi,,,
2021-08-16,Stay,The Kid Laroi,,,
2021-08-23,Stay,The Kid Laroi,,,
2021-08-30,Stay,The Kid Laroi,,Entertainment Weekly - September 2021,
2021-09-06,Butter,Bts,,,
2021-09-13,Way 2 Sexy,Drake,,,
2021-09-20,Stay,The Kid Laroi,,,
2021-09-27,Stay,The Kid Laroi,,,
2021-10-04,My Universe,Coldplay X Bts,,,
2021-10-11,Stay,The Kid Laroi,,,
2021-10-18,Industry Baby,Lil Nas X,,,
2021-10-25,Easy On Me,Adele,,,
2021-11-01,Easy On Me,Adele,,,
2021-11-08,Easy On Me,Adele,,,
2021-11-15,Easy On Me,Adele,,,
2021-11-22,All Too Well (Taylor's Version),Taylor Swift,,,
2021-11-29,Easy On Me,Adele,,,
2021-12-06,Easy On Me,Adele,,,
2021-12-13,Easy On Me,Adele,,,
2021-12-20,All I Want For Christmas Is You,Mariah Carey,,,
2021-12-27,All I Want For Christmas Is You,Mariah Carey,,"Berea Bible Handbook Part Seventeen; Contesting Cosmopolitan Europe - Euroscepticism, Crisis and Borders; Cosmopolitan Italia (Ottobre 2022); Development smart eyeglasses for visually impaired people based on you only look once; ERIC ED619283: Leading the World in Discovery and Innovation, STEM Talent Development and the Delivery of Benefits from Research. NSF Strategic Plan for Fiscal Years 2022-2026 NSF's new Strategic Plan for Fiscal Years 2022-2026 was released on March 28, 2022. To achieve NSF's vision of ""A nation that leads the world in science and engineering research and innovation, to the benefit of all, without barriers to participation,"" the Plan lays out four strategic goals. The first, ""Empower STEM talent to fully participate in science and engineering,"" aims to accelerate the advancement of discovery and learning and, in a world in which work is increasingly reliant upon scientific and technological skills, ensure that all citizens share in the benefits that flow from research. NSF will promote inclusion in the research community and STEM workforce, access to STEM learning and training, and widespread STEM literacy. The second strategic goal, ""Create new knowledge about our universe, our world and ourselves,"" aims to advance knowledge through investments in ideas, people, and infrastructure, and to advance the practice of research. The third strategic goal, ""Benefit society by translating knowledge into solutions,"" focuses on delivering benefits from research by advancing discovery and accelerating innovation that address societal challenges, as well as cultivating a global S&E community based on shared values and strategic cooperation. The fourth goal, ""Excel at NSF operations and management,"" includes strategies to attract, retain, and empower a talented and diverse workforce and continually to improve agency operations. NSF's new Strategic Plan lays out a vision for accelerating research and innovation. The Plan includes examples of discoveries that NSF-supported researchers have made, and the impacts these have had on the Nation's economy and well-being. It also includes examples of exciting new opportunities for research at the frontiers of science and engineering. With the support of the American people, NSF-funded researchers will continue to transform the world with their ingenuity and creativity, providing new knowledge and innovations that will propel our economy and enhance our lives. [Cover title varies: ""U.S. National Science Foundation 2022-2026 Strategic Plan."" For ""Building the Future: Investing in Discovery and Innovation--NSF Strategic Plan for Fiscal Years (FY) 2018-2022,"" see ED594467.]",
2022-01-03,All I Want For Christmas Is You,Mariah Carey,,,
2022-01-10,Easy On Me,Adele,,,
2022-01-17,Easy On Me,Adele,,,
2022-01-24,Easy On Me,Adele,,,
2022-01-31,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz",,,
2022-02-07,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz",,,
2022-02-14,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz",,,
2022-02-21,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz",,,
2022-02-28,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz",,,
2022-03-07,Heat Waves,Glass Animals,,,
2022-03-14,Heat Waves,Glass Animals,,,
2022-03-21,Heat Waves,Glass Animals,,,
2022-03-28,Heat Waves,Glass Animals,,,
2022-04-04,Heat Waves,Glass Animals,,,
2022-04-11,As It Was,Harry Styles,,,
2022-04-18,First Class,Jack Harlow,,,
2022-04-25,As It Was,Harry Styles,,,
2022-05-02,As It Was,Harry Styles,,,
2022-05-09,Wait For U,Future,,,
2022-05-16,First Class,Jack Harlow,,,
2022-05-23,First Class,Jack Harlow,,,
2022-05-30,As It Was,Harry Styles,,Rolling Stone - June 2022,
2022-06-06,As It Was,Harry Styles,,,
2022-06-13,As It Was,Harry Styles,,,
2022-06-20,As It Was,Harry Styles,,,
2022-06-27,Jimmy Cooks,Drake,,,
2022-07-04,As It Was,Harry Styles,,,
2022-07-11,As It Was,Harry Styles,,,
2022-07-18,As It Was,Harry Styles,,,
2022-07-25,About Damn Time,Lizzo,,,
2022-08-01,About Damn Time,Lizzo,,Rolling Stone - July August 2022,
2022-08-08,Break My Soul,Beyonce,,,
2022-08-15,Break My Soul,Beyonce,,,
2022-08-22,Super Freaky Girl,Nicki Minaj,,,
2022-08-29,As It Was,Harry Styles,,,
2022-09-05,As It Was,Harry Styles,,,
2022-09-12,As It Was,Harry Styles,,,
2022-09-19,As It Was,Harry Styles,,,
2022-09-26,As It Was,Harry Styles,,,
2022-10-03,Bad Habit,Steve Lacy,,,
2022-10-10,Bad Habit,Steve Lacy,,,
2022-10-17,Bad Habit,Steve Lacy,,,
2022-10-24,Unholy,Sam Smith,,,
2022-10-31,Anti-Hero,Taylor Swift,,,
2022-11-07,Anti-Hero,Taylor Swift,,,
2022-11-14,Anti-Hero,Taylor Swift,,,
2022-11-21,Anti-Hero,Taylor Swift,,,
2022-11-28,Anti-Hero,Taylor Swift,,,
2022-12-05,Anti-Hero,Taylor Swift,,,
2022-12-12,All I Want For Christmas Is You,Mariah Carey,,,
2022-12-19,All I Want For Christmas Is You,Mariah Carey,,,
2022-12-26,All I Want For Christmas Is You,Mariah Carey,,"A Policy Roadmap To Support The People Of Hong Kong; Cosmopolitan Love - Utopian Vision in D. H. Lawrence and Eileen Chang; Hybridity and Blurred Boundaries- Studying the Cosmopolitan Spirit in Individuals in the Three Texts of The Woman Warrior, My Beautiful Laundrette and The In-Between World of Vikram Lall; Loving Two People; MAD Magazine #29 (2023)",
2023-01-02,All I Want For Christmas Is You,Mariah Carey,,,
2023-01-09,Anti-Hero,Taylor Swift,,,
2023-01-16,Anti-Hero,Taylor Swift,,,
2023-01-23,Flowers,Miley Cyrus,,,
2023-01-30,Flowers,Miley Cyrus,,Experimental study on combustion characteristics of billboard materials,
2023-02-06,Flowers,Miley Cyrus,,,
2023-02-13,Flowers,Miley Cyrus,,,
2023-02-20,Flowers,Miley Cyrus,,,
2023-02-27,Flowers,Miley Cyrus,,,
2023-03-06,Die For You,The Weeknd,,,
2023-03-13,Last Night,Morgan Wallen,,,
2023-03-20,Flowers,Miley Cyrus,,,
2023-03-27,Flowers,Miley Cyrus,,,
2023-04-03,Like Crazy,Jimin,,,
2023-04-10,Last Night,Morgan Wallen,,,
2023-04-17,Last Night,Morgan Wallen,,,
2023-04-24,Kill Bill,Sza,,,
2023-05-01,Last Night,Morgan Wallen,,,
2023-05-08,Last Night,Morgan Wallen,,,
2023-05-15,Last Night,Morgan Wallen,,,
2023-05-22,Last Night,Morgan Wallen,,,
2023-05-29,Last Night,Morgan Wallen,,,
2023-06-05,Last Night,Morgan Wallen,,,
2023-06-12,Last Night,Morgan Wallen,,,
2023-06-19,Last Night,Morgan Wallen,,,
2023-06-26,Last Night,Morgan Wallen,,,
2023-07-03,Last Night,Morgan Wallen,,,
2023-07-10,Vampire,Olivia Rodrigo,,,
2023-07-17,Last Night,Morgan Wallen,,,
2023-07-24,Seven,Jung Kook,,,
2023-07-31,Try That In A Small Town,Jason Aldean,,,
2023-08-07,Last Night,Morgan Wallen,,,
2023-08-14,Last Night,Morgan Wallen,,,
2023-08-21,Rich Men North Of Richmond,Oliver Anthony Music,,,
2023-08-28,Rich Men North Of Richmond,Oliver Anthony Music,,,
2023-09-04,I Remember Everything,Zach Bryan,,,
2023-09-11,Paint The Town Red,Doja Cat,,,
2023-09-18,Vampire,Olivia Rodrigo,,,
2023-09-25,Slime You Out,Drake,,,
2023-10-02,Paint The Town Red,Doja Cat,,,
2023-10-09,Paint The Town Red,Doja Cat,,,
2023-10-16,First Person Shooter,Drake,,,
2023-10-23,Cruel Summer,Taylor Swift,,,
2023-10-30,Cruel Summer,Taylor Swift,,,
2023-11-06,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,,,
2023-11-13,Cruel Summer,Taylor Swift,,,
2023-11-20,Cruel Summer,Taylor Swift,,,
2023-11-27,Lovin On Me,Jack Harlow,,,
2023-12-04,Rockin' Around The Christmas Tree,Brenda Lee,,,
2023-12-11,Rockin' Around The Christmas Tree,Brenda Lee,,,
2023-12-18,All I Want For Christmas Is You,Mariah Carey,,,
2023-12-25,All I Want For Christmas Is You,Mariah Carey,,,
2024-01-01,Rockin' Around The Christmas Tree,Brenda Lee,,"""The Story Of The Ghost In The Machine Written For Rolling Stone Magazine""; Cosmopolitan Italia (Marzo 2024); Cosmopolitan Norms and European Values - Ethical Perspectives on Europe's Refugee Policy; Cosmopolitan UK – June/July 2024; Cosmopolitan USA - Summer 2024",
2024-01-08,Lovin On Me,Jack Harlow,,,
2024-01-15,Lovin On Me,Jack Harlow,,,
2024-01-22,"Yes, And?",Ariana Grande,,,
2024-01-29,Lovin On Me,Jack Harlow,,KISS Rolling Stone Germany Feb 2024,
2024-02-05,Hiss,Megan Thee Stallion,,,
2024-02-12,Lovin On Me,Jack Harlow,,,
2024-02-19,Lovin On Me,Jack Harlow,,,
2024-02-26,Texas Hold 'Em,Beyonce,,,
2024-03-04,Texas Hold 'Em,Beyonce,,,
2024-03-11,Carnival,¥$: Ye,,,
2024-03-18,We Can't Be Friends (Wait For Your Love),Ariana Grande,,,
2024-03-25,Lose Control,Teddy Swims,,,
2024-04-01,Like That,"Future, Metro Boomin",,,
2024-04-08,Like That,"Future, Metro Boomin",,,
2024-04-15,Like That,"Future, Metro Boomin",,,
2024-04-22,Too Sweet,Hozier,,,
2024-04-29,Fortnight,Taylor Swift,,,
2024-05-06,Fortnight,Taylor Swift,,,
2024-05-13,Not Like Us,Kendrick Lamar,,,
2024-05-20,I Had Some Help,Post Malone,,,
2024-05-27,I Had Some Help,Post Malone,,,
2024-06-03,I Had Some Help,Post Malone,,,
2024-06-10,I Had Some Help,Post Malone,,,
2024-06-17,I Had Some Help,Post Malone,,,
2024-06-24,Please Please Please,Sabrina Carpenter,,,
2024-07-01,I Had Some Help,Post Malone,,,
2024-07-08,A Bar Song (Tipsy),Shaboozey,,,
2024-07-15,Not Like Us,Kendrick Lamar,,,
2024-07-22,A Bar Song (Tipsy),Shaboozey,,,
2024-07-29,A Bar Song (Tipsy),Shaboozey,,,
2024-08-05,A Bar Song (Tipsy),Shaboozey,,,
2024-08-12,A Bar Song (Tipsy),Shaboozey,,,
2024-08-19,A Bar Song (Tipsy),Shaboozey,,,
2024-08-26,A Bar Song (Tipsy),Shaboozey,,,
2024-09-02,A Bar Song (Tipsy),Shaboozey,,,
2024-09-09,A Bar Song (Tipsy),Shaboozey,,,
2024-09-16,A Bar Song (Tipsy),Shaboozey,,,
2024-09-23,A Bar Song (Tipsy),Shaboozey,,,
2024-09-30,A Bar Song (Tipsy),Shaboozey,,,
2024-10-07,A Bar Song (Tipsy),Shaboozey,,,
2024-10-14,A Bar Song (Tipsy),Shaboozey,,,
2024-10-21,A Bar Song (Tipsy),Shaboozey,,,
2024-10-28,Love Somebody,Morgan Wallen,,,
2024-11-04,A Bar Song (Tipsy),Shaboozey,,,
2024-11-11,A Bar Song (Tipsy),Shaboozey,,,
2024-11-18,A Bar Song (Tipsy),Shaboozey,,,
2024-11-25,A Bar Song (Tipsy),Shaboozey,,,
2024-12-02,Squabble Up,Kendrick Lamar,,,
2024-12-09,All I Want For Christmas Is You,Mariah Carey,,,
